pair_id,layer,subject_span,final_token,post_subject_including_final,post_subject_excluding_final,all_prompt_positions_oracle,unrelated_prefix_negative_control
city_Paris_into_Tokyo,0,0.9879518072289156,-0.012048192771084338,0.0,-0.012048192771084338,1.0,0.0
city_Paris_into_Tokyo,1,1.0,0.0,0.0,0.0,1.0,0.0
city_Paris_into_Tokyo,2,1.0,-0.012048192771084338,0.0,0.0,1.0,0.0
city_Paris_into_Tokyo,3,0.9759036144578314,0.0,-0.012048192771084338,0.0,1.0,0.0
city_Paris_into_Tokyo,4,0.9759036144578314,-0.012048192771084338,0.012048192771084338,0.0,1.0,0.0
city_Paris_into_Tokyo,5,0.9759036144578314,-0.012048192771084338,0.0,0.012048192771084338,1.0,0.0
city_Paris_into_Tokyo,6,0.963855421686747,-0.012048192771084338,0.012048192771084338,0.012048192771084338,1.0,0.0
city_Paris_into_Tokyo,7,0.963855421686747,-0.012048192771084338,0.012048192771084338,0.012048192771084338,1.0,0.0
city_Paris_into_Tokyo,8,0.963855421686747,-0.012048192771084338,0.012048192771084338,0.012048192771084338,1.0,0.0
city_Paris_into_Tokyo,9,0.927710843373494,0.012048192771084338,0.13253012048192772,0.10843373493975904,1.0,0.0
city_Paris_into_Tokyo,10,0.8674698795180723,0.0,0.21686746987951808,0.20481927710843373,1.0,0.0
city_Paris_into_Tokyo,11,0.8554216867469879,0.012048192771084338,0.24096385542168675,0.20481927710843373,1.0,0.0
city_Paris_into_Tokyo,12,0.8554216867469879,0.0,0.24096385542168675,0.1927710843373494,1.0,0.0
city_Paris_into_Tokyo,13,0.8674698795180723,0.0,0.21686746987951808,0.1927710843373494,1.0,0.0
city_Paris_into_Tokyo,14,0.8795180722891566,0.0,0.24096385542168675,0.20481927710843373,1.0,0.0
city_Paris_into_Tokyo,15,0.8795180722891566,0.0,0.20481927710843373,0.1927710843373494,1.0,0.0
city_Paris_into_Tokyo,16,0.8674698795180723,0.012048192771084338,0.21686746987951808,0.18072289156626506,1.0,0.0
city_Paris_into_Tokyo,17,0.8674698795180723,0.012048192771084338,0.2289156626506024,0.18072289156626506,1.0,0.0
city_Paris_into_Tokyo,18,0.8674698795180723,0.012048192771084338,0.21686746987951808,0.18072289156626506,1.0,0.0
city_Paris_into_Tokyo,19,0.8554216867469879,0.024096385542168676,0.21686746987951808,0.18072289156626506,1.0,0.0
city_Paris_into_Tokyo,20,0.8554216867469879,0.0,0.24096385542168675,0.1927710843373494,1.0,0.0
city_Paris_into_Tokyo,21,0.8433734939759037,0.012048192771084338,0.2289156626506024,0.1686746987951807,1.0,0.0
city_Paris_into_Tokyo,22,0.8313253012048193,0.012048192771084338,0.2289156626506024,0.18072289156626506,1.0,0.0
city_Paris_into_Tokyo,23,0.7831325301204819,0.0963855421686747,0.3373493975903614,0.1566265060240964,1.0,0.0
city_Paris_into_Tokyo,24,0.3132530120481928,0.5301204819277109,0.7710843373493976,0.24096385542168675,1.0,0.0
city_Paris_into_Tokyo,25,0.3132530120481928,0.5301204819277109,0.7710843373493976,0.24096385542168675,1.0,0.0
city_Paris_into_Tokyo,26,0.18072289156626506,0.6987951807228916,0.891566265060241,0.24096385542168675,1.0,0.0
city_Paris_into_Tokyo,27,0.1686746987951807,0.7349397590361446,0.891566265060241,0.21686746987951808,1.0,0.0
city_Paris_into_Tokyo,28,0.1566265060240964,0.7349397590361446,0.9036144578313253,0.21686746987951808,1.0,0.0
city_Paris_into_Tokyo,29,0.1566265060240964,0.7469879518072289,0.891566265060241,0.20481927710843373,1.0,0.0
city_Paris_into_Tokyo,30,0.1566265060240964,0.7590361445783133,0.891566265060241,0.18072289156626506,1.0,0.0
city_Paris_into_Tokyo,31,0.060240963855421686,0.8674698795180723,0.9518072289156626,0.0963855421686747,1.0,0.0
city_Paris_into_Tokyo,32,0.04819277108433735,0.8674698795180723,0.9518072289156626,0.0963855421686747,1.0,0.0
city_Paris_into_Tokyo,33,0.04819277108433735,0.8674698795180723,0.9518072289156626,0.08433734939759036,1.0,0.0
city_Paris_into_Tokyo,34,0.0,0.927710843373494,0.9879518072289156,0.07228915662650602,1.0,0.0
city_Paris_into_Tokyo,35,0.0,1.0,1.0,0.0,1.0,0.0
city_Tokyo_into_Paris,0,1.0,0.0,0.012048192771084338,0.012048192771084338,1.0,0.0
city_Tokyo_into_Paris,1,1.0,0.012048192771084338,0.0,0.012048192771084338,1.0,0.0
city_Tokyo_into_Paris,2,1.0,0.012048192771084338,0.0,0.012048192771084338,1.0,0.0
city_Tokyo_into_Paris,3,1.0120481927710843,0.012048192771084338,0.024096385542168676,0.012048192771084338,1.0,0.0
city_Tokyo_into_Paris,4,0.9879518072289156,0.0,0.024096385542168676,0.012048192771084338,1.0,0.0
city_Tokyo_into_Paris,5,1.0,0.024096385542168676,0.024096385542168676,0.024096385542168676,1.0,0.0
city_Tokyo_into_Paris,6,0.9879518072289156,0.012048192771084338,0.03614457831325301,0.03614457831325301,1.0,0.0
city_Tokyo_into_Paris,7,0.9879518072289156,0.024096385542168676,0.03614457831325301,0.024096385542168676,1.0,0.0
city_Tokyo_into_Paris,8,0.9879518072289156,0.012048192771084338,0.03614457831325301,0.03614457831325301,1.0,0.0
city_Tokyo_into_Paris,9,0.8674698795180723,0.012048192771084338,0.07228915662650602,0.07228915662650602,1.0,0.0
city_Tokyo_into_Paris,10,0.7831325301204819,0.012048192771084338,0.13253012048192772,0.10843373493975904,1.0,0.0
city_Tokyo_into_Paris,11,0.7590361445783133,0.024096385542168676,0.14457831325301204,0.12048192771084337,1.0,0.0
city_Tokyo_into_Paris,12,0.7590361445783133,0.03614457831325301,0.14457831325301204,0.10843373493975904,1.0,0.0
city_Tokyo_into_Paris,13,0.7831325301204819,0.03614457831325301,0.13253012048192772,0.08433734939759036,1.0,0.0
city_Tokyo_into_Paris,14,0.7590361445783133,0.03614457831325301,0.12048192771084337,0.08433734939759036,1.0,0.0
city_Tokyo_into_Paris,15,0.7951807228915663,0.03614457831325301,0.12048192771084337,0.08433734939759036,1.0,0.0
city_Tokyo_into_Paris,16,0.7831325301204819,0.04819277108433735,0.13253012048192772,0.08433734939759036,1.0,0.0
city_Tokyo_into_Paris,17,0.7710843373493976,0.060240963855421686,0.13253012048192772,0.07228915662650602,1.0,0.0
city_Tokyo_into_Paris,18,0.7831325301204819,0.04819277108433735,0.13253012048192772,0.08433734939759036,1.0,0.0
city_Tokyo_into_Paris,19,0.7831325301204819,0.060240963855421686,0.14457831325301204,0.07228915662650602,1.0,0.0
city_Tokyo_into_Paris,20,0.7590361445783133,0.060240963855421686,0.14457831325301204,0.07228915662650602,1.0,0.0
city_Tokyo_into_Paris,21,0.7710843373493976,0.060240963855421686,0.1566265060240964,0.07228915662650602,1.0,0.0
city_Tokyo_into_Paris,22,0.7710843373493976,0.07228915662650602,0.1686746987951807,0.07228915662650602,1.0,0.0
city_Tokyo_into_Paris,23,0.6626506024096386,0.13253012048192772,0.21686746987951808,0.07228915662650602,1.0,0.0
city_Tokyo_into_Paris,24,0.2289156626506024,0.43373493975903615,0.6867469879518072,0.18072289156626506,1.0,0.0
city_Tokyo_into_Paris,25,0.2289156626506024,0.43373493975903615,0.6867469879518072,0.18072289156626506,1.0,0.0
city_Tokyo_into_Paris,26,0.10843373493975904,0.5783132530120482,0.8192771084337349,0.1927710843373494,1.0,0.0
city_Tokyo_into_Paris,27,0.10843373493975904,0.6265060240963856,0.8313253012048193,0.1686746987951807,1.0,0.0
city_Tokyo_into_Paris,28,0.0963855421686747,0.6265060240963856,0.8433734939759037,0.1686746987951807,1.0,0.0
city_Tokyo_into_Paris,29,0.10843373493975904,0.6385542168674698,0.8433734939759037,0.1566265060240964,1.0,0.0
city_Tokyo_into_Paris,30,0.10843373493975904,0.6626506024096386,0.8433734939759037,0.14457831325301204,1.0,0.0
city_Tokyo_into_Paris,31,0.04819277108433735,0.8313253012048193,0.9397590361445783,0.0963855421686747,1.0,0.0
city_Tokyo_into_Paris,32,0.04819277108433735,0.8433734939759037,0.9518072289156626,0.0963855421686747,1.0,0.0
city_Tokyo_into_Paris,33,0.04819277108433735,0.8554216867469879,0.9518072289156626,0.0963855421686747,1.0,0.0
city_Tokyo_into_Paris,34,0.012048192771084338,0.927710843373494,1.0,0.07228915662650602,1.0,0.0
city_Tokyo_into_Paris,35,0.0,1.0,1.0,0.0,1.0,0.0
company_Apple_into_Google,0,0.9803921568627451,0.0,-0.0196078431372549,0.0,1.0,0.0
company_Apple_into_Google,1,1.0,0.0,-0.0196078431372549,0.0,1.0,0.0
company_Apple_into_Google,2,0.9803921568627451,0.0,0.0,0.0,1.0,0.0
company_Apple_into_Google,3,0.9803921568627451,0.0,0.0,-0.0196078431372549,1.0,0.0
company_Apple_into_Google,4,0.9803921568627451,-0.0196078431372549,0.0,0.0,1.0,0.0
company_Apple_into_Google,5,0.9803921568627451,-0.0196078431372549,0.0,0.0196078431372549,1.0,0.0
company_Apple_into_Google,6,0.9803921568627451,0.0,0.0196078431372549,0.0196078431372549,1.0,0.0
company_Apple_into_Google,7,0.9607843137254902,0.0,0.0196078431372549,0.0392156862745098,1.0,0.0
company_Apple_into_Google,8,0.9411764705882353,0.0,0.0196078431372549,0.0196078431372549,1.0,0.0
company_Apple_into_Google,9,0.8627450980392157,-0.0196078431372549,0.13725490196078433,0.11764705882352941,1.0,0.0
company_Apple_into_Google,10,0.8431372549019608,0.0,0.13725490196078433,0.11764705882352941,1.0,0.0
company_Apple_into_Google,11,0.803921568627451,0.0196078431372549,0.1568627450980392,0.13725490196078433,1.0,0.0
company_Apple_into_Google,12,0.803921568627451,0.0,0.13725490196078433,0.11764705882352941,1.0,0.0
company_Apple_into_Google,13,0.803921568627451,0.0,0.13725490196078433,0.13725490196078433,1.0,0.0
company_Apple_into_Google,14,0.7843137254901961,0.0,0.13725490196078433,0.13725490196078433,1.0,0.0
company_Apple_into_Google,15,0.7843137254901961,0.0,0.11764705882352941,0.11764705882352941,1.0,0.0
company_Apple_into_Google,16,0.7843137254901961,0.0,0.11764705882352941,0.11764705882352941,1.0,0.0
company_Apple_into_Google,17,0.7843137254901961,0.0,0.1568627450980392,0.1568627450980392,1.0,0.0
company_Apple_into_Google,18,0.7647058823529411,0.0,0.1568627450980392,0.1568627450980392,1.0,0.0
company_Apple_into_Google,19,0.7647058823529411,-0.0196078431372549,0.17647058823529413,0.17647058823529413,1.0,0.0
company_Apple_into_Google,20,0.7450980392156863,-0.0196078431372549,0.17647058823529413,0.19607843137254902,1.0,0.0
company_Apple_into_Google,21,0.7450980392156863,0.0,0.19607843137254902,0.17647058823529413,1.0,0.0
company_Apple_into_Google,22,0.7254901960784313,0.0,0.19607843137254902,0.19607843137254902,1.0,0.0
company_Apple_into_Google,23,0.6470588235294118,0.11764705882352941,0.3137254901960784,0.17647058823529413,1.0,0.0
company_Apple_into_Google,24,0.37254901960784315,0.35294117647058826,0.6470588235294118,0.2549019607843137,1.0,0.0
company_Apple_into_Google,25,0.35294117647058826,0.37254901960784315,0.6666666666666666,0.2549019607843137,1.0,0.0
company_Apple_into_Google,26,0.17647058823529413,0.47058823529411764,0.7843137254901961,0.3137254901960784,1.0,0.0
company_Apple_into_Google,27,0.1568627450980392,0.5098039215686274,0.8235294117647058,0.3137254901960784,1.0,0.0
company_Apple_into_Google,28,0.1568627450980392,0.5098039215686274,0.8235294117647058,0.3137254901960784,1.0,0.0
company_Apple_into_Google,29,0.13725490196078433,0.5490196078431373,0.8627450980392157,0.3333333333333333,1.0,0.0
company_Apple_into_Google,30,0.11764705882352941,0.5686274509803921,0.8431372549019608,0.3137254901960784,1.0,0.0
company_Apple_into_Google,31,0.09803921568627451,0.6862745098039216,0.8823529411764706,0.19607843137254902,1.0,0.0
company_Apple_into_Google,32,0.0784313725490196,0.7058823529411765,0.9019607843137255,0.19607843137254902,1.0,0.0
company_Apple_into_Google,33,0.0784313725490196,0.7843137254901961,0.9215686274509803,0.11764705882352941,1.0,0.0
company_Apple_into_Google,34,0.0,0.9019607843137255,1.0,0.09803921568627451,1.0,0.0
company_Apple_into_Google,35,0.0,1.0,1.0,0.0,1.0,0.0
company_Google_into_Apple,0,1.0196078431372548,0.0,0.0196078431372549,0.0,1.0,0.0
